WARDS,War_Code,Cattle_2014,Sheep_2014,Pigs_2014,Poultry_2014,Cattle_2013,Sheep_2013,Pigs_2013,Poultry_2013,Cattle_2012,Sheep_2012,Pigs_2012,Poultry_2012,Cattle_2011,Sheep_2011,Pigs_2011,Poultry_2011,Cattle_2010,Sheep_2010,Pigs_2010,Poultry_2010,Cattle_2009,Sheep_2009,Pigs_2009,Poultry_2009,Cattle_2008,Sheep_2008,Pigs_2008,Poultry_2008,Cattle_2007,Sheep_2007,Pigs_2007,Poultry_2007,Cattle_2006,Sheep_2006,Pigs_2006,Poultry_2006,Cattle_2005,Sheep_2005,Pigs_2005,Poultry_2005,Cattle_2004,Sheep_2004,Pigs_2004,Poultry_2004,Cattle_2003,Sheep_2003,Pigs_2003,Poultry_2003,Cattle_2002,Sheep_2002,Pigs_2002,Poultry_2002,Cattle_2001,Sheep_2001,Pigs_2001,Poultry_2001,Cattle_2000,Sheep_2000,Pigs_2000,Poultry_2000,Cattle_1999,Sheep_1999,Pigs_1999,Poultry_1999
BELMONT,95GG09,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BENBURB,95OO06,8687,1562,190,767087,9131,1446,118,751984,8868,1601,20,718131,8301,1433,118,894091,9417,1147,142,590600,8553,1002,98,465480,7236,848,98,628190,10703,3436,1062,481854,10532,3759,991,456467,8339,1602,109,568021,8559,1803,147,379947,8515,1777,185,431003,7288,2041,41,191325,7727,4223,55,190106,7364,4098,334,191687,7095,3998,895,174684
BENVARDIN,95EE02,5776,2762,976,74514,5569,2817,985,89112,5552,3210,1040,76295,5488,2249,1091,77058,5619,2144,1026,53150,5037,2051,1031,79400,5809,1812,1024,128580,5966,4510,0,66600,6100,4733,0,95006,6093,3671,1030,69135,6269,3901,1032,63064,6345,3592,1029,80955,5830,3116,943,90926,6337,5143,790,64454,5917,5942,0,60980,5876,5559,0,52666
BERAGH,95YY01,10825,8491,588,170632,10813,7829,912,185917,10895,8291,331,181764,11421,8003,19,142538,11315,7540,473,39540,11099,7845,1176,85700,11689,8374,605,40440,6190,7902,3,68541,6134,7811,3,188104,11694,8078,1353,174730,12304,8655,1876,149643,12179,8549,2413,149143,9984,8199,2595,128188,10728,10792,2615,117601,10925,12946,0,125039,9972,11564,6651,124588
BESSBROOK,95VV03,285,94,0,0,366,37,0,0,577,23,0,0,618,23,0,0,581,23,0,0,641,36,0,0,645,120,0,0,722,638,0,0,790,554,0,51,871,99,3,52,902,99,3,40,884,99,3,40,844,204,22,40,892,628,34,40,1217,582,0,0,937,661,0,0
BINNIAN,95VV04,5675,14022,3777,63,5676,13786,3180,83,6336,13126,2329,83,6038,12467,2312,0,5776,12367,2658,0,5966,13089,1895,0,5710,13229,4546,60,6045,10971,30,57,6038,11828,51,48122,5777,14326,1291,185,5721,15684,1266,169,5740,15546,1347,167,5613,15983,1408,239,6017,16983,304,300,6318,18362,197,354,6201,18334,230,297
BLACKCAVE,95QQ04,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLACKHEAD,95HH01,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLACKSTAFF,95GG10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLARIS,95SS05,358,194,9,0,297,198,0,0,443,272,3,0,438,174,0,0,451,145,0,0,501,98,0,0,585,77,0,0,1175,698,0,69400,1193,710,0,33024,610,0,424,0,633,0,557,0,626,0,381,0,755,67,239,0,595,68,220,75000,488,0,0,0,881,0,0,0
BLEARY,95LL05,1557,1171,1840,0,1799,535,1840,0,2003,434,1908,0,1920,368,2008,0,1890,340,1808,0,1913,1205,1800,110,2126,1211,1800,290,2100,475,2000,3343,2053,429,2400,5828,2024,932,2970,371,1798,1127,3878,281,2014,1127,2510,330,2170,1350,2860,392,2480,691,2679,146,2896,1173,0,686,2558,1345,0,661
BLOOMFIELD,95GG11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLOOMFIELD,95XX06,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BLUEFIELD,95HH02,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"BOHO, CLEENISH and LETTERBREEN",95PP04,9052,5668,2,0,9452,5405,0,0,9873,4924,4,0,9277,4311,4,0,8589,3329,16,0,9616,3999,9,0,9771,4562,5,120,10828,4514,27,0,11045,4549,29,137,11102,7000,0,272,11110,7215,0,245,11429,6451,0,324,12234,6286,0,325,13174,8789,3,396,12706,9195,0,244,13307,9414,0,313
BONAMARGY AND RATHLIN,95UU03,552,2834,0,0,655,2872,0,0,622,3579,0,0,638,3366,0,0,540,3624,3,0,600,3621,3,0,580,3451,3,0,904,5415,3,0,894,5931,0,0,600,5446,0,0,641,5222,0,0,633,5456,0,0,644,5108,0,0,571,4787,0,0,899,7998,0,0,855,5389,0,0
BONEYBEFORE,95HH03,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BOTANIC,95GG12,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BRADSHAW'S BRAE,95BB04,2332,0,0,0,2166,0,0,0,2126,0,5,0,2332,0,12,1,1813,0,5,0,1658,0,0,920,1746,0,0,0,874,0,0,0,762,0,0,158,530,0,0,150,550,0,0,0,689,0,0,0,1277,0,0,0,763,0,0,0,1392,0,0,0,1437,0,0,0
BRANDYWELL,95MM05,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BROADWAY,95XX07,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BROOKEBOROUGH,95PP05,13698,4885,633,300,13330,3366,1011,300,13824,3575,1637,300,13371,3235,1638,300,12454,2894,986,200,13093,3080,745,200,12790,3097,565,300,14779,6092,686,78403,14578,6455,700,82138,13630,3454,700,198,13988,3597,921,205,13931,3524,1065,236,14312,3831,1042,274,14284,4897,1220,7276,14382,5016,1106,7266,13911,6098,1565,14728
BROUGHSHANE,95DD07,1936,1791,1,469802,1832,1528,1,379930,1990,1557,2,414000,2366,1561,0,193412,1899,1270,3,317300,1980,1256,0,247580,2132,1289,0,332600,1948,2448,1424,172002,1945,2162,1442,58015,1894,948,0,169015,1930,1801,0,158270,1758,2316,0,157227,1935,1656,0,143617,1872,2682,0,141652,2141,3743,0,182152,2297,3229,0,153918
BROWNSTOWN,95LL06,544,130,0,0,710,121,0,0,595,102,21,0,581,71,0,0,673,71,0,0,536,161,0,0,777,339,0,0,373,355,13,0,500,334,0,4,546,251,0,0,566,259,0,0,543,240,0,0,813,507,0,0,601,343,0,1,913,667,0,0,1094,0,0,0
BRYANSBURN,95XX08,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURLEIGH HILL,95HH04,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURNTHILL,95WW08,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BURREN AND KILBRONEY,95VV05,4256,10726,1997,630,4536,10179,1802,620,4668,9895,1530,620,4694,9548,1660,622,4783,9387,1374,500,4745,9839,1444,500,4709,10198,1131,600,5617,11536,2123,127000,5524,12622,2134,127287,5397,10809,472,127,5323,11542,476,130,5318,12628,483,266,5309,12360,835,227,5573,13220,558,252,5561,12773,408,225,5691,12599,354,186
BUSHMILLS,95UU04,208,1002,0,0,3,3,3,3,3,3,3,3,174,840,0,0,417,840,0,0,211,818,0,0,234,826,0,0,723,1201,0,0,726,1215,0,0,578,2067,0,0,548,880,0,0,512,843,0,0,290,590,0,0,608,785,0,0,590,0,0,0,0,0,0,0
CAIRNSHILL,95II03,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CALEDON,95OO07,15598,7692,7797,906418,15622,6713,5243,920989,15613,7248,5385,840919,14834,6040,4143,742505,15620,6405,2484,604620,15118,6516,1836,948540,15302,6625,1123,893800,14255,3995,59,286551,14448,3994,73,265443,13399,7047,1092,668372,13156,7390,739,608119,13104,6870,630,569285,13548,7254,579,624804,12455,8881,1950,391814,13581,9368,2832,359174,13658,9576,2471,245781
CALLAN BRIDGE,95CC03,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAMLOUGH,95VV06,4419,2718,1692,0,4539,3524,1532,0,5700,3431,3697,0,5368,3740,3671,0,5750,3471,3426,0,5480,3245,3284,0,5590,2932,3200,0,6557,2309,0,18000,6623,2608,900,18086,7293,4094,4497,151,6829,4607,4075,482,6439,4764,3834,531,5667,4724,4406,502,6154,6554,4418,446,6785,8287,5154,442,6094,9037,4306,447
CAMOWEN,95YY02,270,30,0,0,486,30,0,0,144,21,0,0,304,53,0,0,305,21,0,0,305,19,0,0,268,26,0,0,3,3,3,3,154,33,0,0,79,105,0,0,222,121,0,0,233,121,0,0,221,122,0,0,65,52,0,0,80,0,0,0,0,0,0,0
CARN HILL,95MM06,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARNANY,95EE03,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARNCASTLE,95QQ05,383,1850,0,0,465,1870,0,0,479,2120,0,0,564,1632,0,0,602,3002,0,0,652,2756,0,80,7032,3120,0,120,711,1610,0,0,735,1545,0,39504,1046,2784,0,257,1066,2533,0,303,1067,2561,0,240,971,2478,0,225,1116,3243,3,224,1261,3144,0,0,1335,3400,0,0
CARNLOUGH,95QQ06,2547,21784,0,38000,2773,20748,0,37000,2845,21909,0,0,2955,21415,0,10002,2900,20664,0,71900,2746,22608,0,33000,2717,22126,0,30000,4233,18439,3,11500,4076,18383,0,13124,3212,23786,0,19054,3480,24660,0,39,3407,24550,0,125,3471,26878,0,119,3482,27154,0,172,3601,29397,0,0,3824,30159,0,0
CARNMONEY,95WW09,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CARNMOON,95UU05,5539,3246,0,61300,5546,3305,0,60500,5437,3366,0,61675,5287,2793,0,73783,5293,3224,0,21880,5186,3239,0,29500,5447,3436,0,28450,5969,3995,0,5000,6055,2979,0,85773,5779,4764,0,99450,5974,5787,0,99800,6084,6272,0,97500,5990,6700,0,89830,5535,6037,0,96110,5263,7139,0,84710,5351,8153,0,70612
CARRIGATUKE,95CC04,11706,4125,5392,77120,11532,4142,4046,75620,12149,4019,4331,31200,12007,3948,2508,31200,12132,3594,1860,10200,12629,3680,1797,36620,12980,3980,1610,57180,13230,6412,851,40860,12858,6105,839,110684,11760,5270,1798,55531,11503,4902,1883,25526,11686,3910,1978,25667,11099,4405,1873,4718,11829,6871,2525,4543,10278,6725,2704,8561,11145,6377,1977,22895
CARROWDORE,95BB05,10104,9036,37,49500,10476,11419,44,31100,10554,12393,5,37520,9946,11723,7,33604,9920,11365,9,44770,9727,11684,19,49500,10440,11894,12,35400,7600,3420,18,40300,7797,3738,0,34713,9980,13906,0,53670,9874,12598,0,56836,9876,12376,0,55869,9327,11414,0,55910,9360,12867,0,54518,9473,13336,0,55914,9027,14892,0,56383
CARROWREAGH,95II04,805,1067,0,0,979,1948,0,0,889,2017,0,0,1043,1994,0,0,916,1996,0,0,968,1977,0,0,1113,1990,0,0,872,151,3,0,873,209,0,0,920,1561,0,0,1006,2383,0,0,953,2091,0,0,870,1767,0,0,953,2957,3,0,855,0,0,0,1006,0,0,0
CARRYDUFF EAST,95II05,1024,0,0,0,975,0,0,0,1021,0,0,0,1052,0,0,0,875,0,0,0,545,0,0,0,668,0,0,0,1135,94,0,0,1203,217,0,7,1131,41,0,14,1109,43,0,21,1085,48,0,52,1192,42,0,114,1579,145,0,78,1037,0,0,0,1569,0,0,0
CARRYDUFF WEST,95II06,1012,222,0,0,932,186,0,0,913,186,0,0,967,279,0,0,949,310,0,0,839,279,0,0,1005,265,0,0,599,757,0,0,737,726,0,0,721,234,0,0,680,110,0,0,655,111,30,0,663,184,69,4503,585,218,288,24503,1004,0,0,0,559,0,0,0
CASTLE DEMESNE,95DD08,12,330,0,0,3,3,3,3,3,3,3,3,3,3,3,3,40,974,0,0,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,54,860,0,12000,0,0,0,0,0,0,0,0
CASTLECAULFIELD,95OO08,5244,2257,8644,401700,5729,2039,10619,425832,6257,1809,9981,377845,5932,1794,7320,401146,5935,1781,6125,162250,5221,1995,6893,199310,5710,2001,4525,310060,6910,4302,1824,309600,6869,3978,1839,145179,4957,2512,5525,17209,4828,2595,4955,25513,4996,3269,6283,112171,5514,3016,6251,120208,5157,3028,5241,56896,6165,3722,5037,51114,5924,3100,4300,46447
CASTLECOOLE,95PP06,337,18,0,0,467,36,0,0,236,131,0,0,447,151,0,0,419,44,0,0,552,44,0,0,765,167,0,0,542,611,0,111200,536,870,0,112000,792,183,0,12,833,198,0,20,787,223,0,16,712,192,0,0,744,37,0,3,688,0,0,0,794,0,0,0
CASTLEDAWSON,95TT03,2224,922,1073,12349,1929,692,1049,11359,2347,565,923,11359,2180,409,1067,11360,2174,324,857,2000,2134,400,713,2000,2399,379,733,13380,1878,3426,0,0,2372,3238,0,8000,3717,301,585,19000,4464,269,3305,23260,3989,318,3730,11200,4056,292,3533,12230,3696,529,3741,17518,3685,1019,0,0,3610,1036,0,0
CASTLEDERG,95ZZ03,2327,2279,19,0,2343,3443,0,0,2062,3372,19092,0,1826,3433,19092,0,1926,3750,19408,0,1723,3856,12112,0,1740,4036,12170,0,872,1949,0,0,873,1623,0,0,1557,4321,0,0,1472,5674,0,24,1487,4777,0,16,1502,5984,0,16,1770,7118,0,26,996,5510,0,0,1364,6895,0,0
CASTLEROCK,95JJ04,2483,5444,0,0,2599,6102,73,0,2594,6235,174,0,2606,5916,143,0,2576,5811,91,0,2703,5897,164,0,2755,6025,40,0,2386,2287,898,0,2513,2510,1054,28,3020,7595,363,0,2926,7644,258,0,3002,7367,473,0,2697,7527,370,12,2920,8415,431,12,2588,8385,0,0,3090,9974,0,0
CASTLEVIEW,95GG13,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CASTLEWELLAN,95NN06,1552,6358,0,0,1635,6084,0,0,1638,6299,0,0,1478,6132,0,0,1524,5999,0,0,1553,6775,0,8200,1790,7475,0,0,3443,7156,976,0,3560,7389,993,21,1884,7913,0,8,1919,8044,0,12,1922,8416,0,12,2030,9325,0,8,2019,8540,0,8,2066,9229,0,0,2075,8583,0,0
CATHEDRAL,95NN07,192,388,0,0,112,362,0,0,75,362,0,0,137,384,0,0,121,378,0,0,83,371,0,0,135,601,0,0,548,507,0,0,417,444,0,0,85,536,0,0,82,435,0,0,79,618,0,0,90,520,0,0,120,1181,0,0,0,1339,0,0,0,1172,0,0
CAVEHILL,95GG14,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CAW,95MM07,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0
CENTRAL,95BB06,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,95JJ05,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CENTRAL,95QQ07,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHARLEMONT,95CC05,3721,1372,0,90000,3732,1481,0,15800,3595,1064,0,79400,3403,723,1,90039,3476,723,3,73650,3486,675,3,73250,3717,534,3,73520,5223,844,7973,15810,5305,1204,5435,16822,5145,630,0,77483,5420,657,0,77738,5438,788,0,76405,5104,900,0,47093,4520,572,0,69047,4584,699,0,59903,4646,740,0,57446
CHERRYVALLEY,95GG15,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHICHESTER PARK,95GG16,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHURCH,95LL07,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHURCHILL,95XX09,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHURCHLAND,95JJ06,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLADY,95AA04,12991,6243,17,77650,13150,6855,6727,50160,13312,7954,6558,75281,13147,7756,7032,188041,12884,7796,7126,143920,12165,6763,548,222370,12646,7202,1055,136210,11820,8527,732,142450,11829,9056,15,47269,11421,7835,15,105914,11601,7721,14,22955,11566,7058,214,27668,11102,7896,165,150224,11526,8946,102,71251,10660,9105,0,57410,11444,9629,602,59795
CLANABOGAN,95YY03,12163,10617,519,24392,11520,10395,273,90392,12402,9808,457,90645,11972,9071,487,16500,12361,8889,395,16500,13152,9078,415,37990,13520,9652,1095,270,10645,13912,0,47600,11026,13623,0,34085,14259,12321,1268,15151,14879,12926,1397,30485,14611,13955,1482,30138,14736,13341,1559,15122,16024,17881,1564,40582,13512,14933,0,28931,15269,18383,1818,54791
CLANDEBOYE,95XX10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLARE,95ZZ04,12875,28506,2724,41061,14025,27610,12275,5000,14076,27385,8743,15000,14309,27131,8848,10000,15425,23340,9898,20000,14880,24110,11342,21000,15301,25467,11567,38630,11209,16064,92,63664,11360,17620,1949,125035,14098,29947,11939,20207,14348,31290,11818,20281,13844,29816,12983,20176,13593,27418,9225,20314,14045,31976,8206,10409,12342,33501,7800,224,12678,35874,9708,226
CLAUDY,95MM09,3738,15853,16,0,4286,16100,21,0,4481,17134,3,0,4292,16922,2,1,4265,16896,0,0,4182,16902,0,0,4273,17225,0,0,6226,16285,1111,9880,5852,17319,1001,10285,5062,20091,0,1220,5182,21408,0,3000,5210,21438,0,3000,5788,22841,0,50,5937,25476,55,3000,5986,27200,0,73,6251,27601,0,312
CLIFTONVILLE,95GG17,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLIPPERSTOWN,95HH05,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLOGH MILLS,95EE04,3351,3418,10494,60591,3418,3336,11764,69748,3161,3220,9590,70588,3325,3065,8802,90653,3623,3059,11400,26760,3465,2903,11145,29000,3234,2947,10677,51560,3615,6366,0,59699,3441,8107,0,68006,3339,4779,7906,51063,3266,5101,3749,45527,3100,5116,14142,41509,2701,7581,14204,50006,2786,4776,15682,66996,2646,5636,0,63220,2488,5077,15295,67828
CLOGHER,95OO09,12699,5354,0,310138,12316,5255,0,216908,13090,5418,2,298680,12729,4974,2,242201,13425,4681,0,214840,13626,4583,0,219890,14811,4525,3,212110,11224,5527,7019,123786,11574,5378,8744,119173,14367,4772,296,50468,13887,4797,873,40548,13641,5312,368,42335,12742,5505,0,40892,13510,6513,384,34339,13219,8199,0,7000,12433,7675,0,16966
CLONALLAN,95VV07,69,136,0,0,84,136,0,0,27,199,0,0,25,199,0,0,106,159,13,0,74,291,10,270,84,291,3,100,327,458,23,0,326,422,0,0,146,615,0,0,58,553,0,0,65,610,3,0,155,310,0,0,226,332,118,0,149,0,0,0,247,0,0,0
CLONARD,95GG18,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLONDERMOT,95MM08,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CLOUGHFERN,95WW10,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COAGH,95KK02,4397,1817,14689,53092,4728,1657,9566,42959,5430,1737,14275,43003,5613,1609,10661,52101,5816,1681,11585,63960,5893,1689,11960,53780,5365,2071,12337,61680,4642,4135,5797,72000,4473,3675,5912,88919,6329,2692,22328,55981,6727,2741,22925,52824,7095,2588,20108,52959,4785,2109,11584,9913,4593,2405,13913,15813,5582,3412,13607,0,5326,2597,18405,0
COALISLAND NORTH,95OO10,1168,4,0,5327,1282,4,0,6000,1315,17,0,6000,1139,15,0,5960,1093,14,0,6000,1098,14,3,6000,1160,9,0,6000,2122,637,0,138500,2201,626,0,258026,1482,62,0,6052,1552,57,0,6025,1567,234,0,6026,1574,148,0,14,1620,80,0,17,1270,0,0,0,1315,0,0,0
COALISLAND SOUTH,95OO11,361,170,0,0,365,168,0,0,395,146,0,0,363,145,0,0,314,79,0,0,251,77,0,0,179,245,0,0,749,343,0,0,719,371,0,0,312,88,0,25000,343,151,0,25000,326,84,0,22000,277,434,0,10,349,209,0,25000,262,0,0,0,327,0,0,0
COALISLAND WEST AND NEWMILLS,95OO12,590,242,0,13760,637,178,0,13331,645,178,0,13598,643,128,0,13675,861,128,0,14250,777,90,0,13100,805,46,0,13100,826,222,0,0,817,283,0,0,91326,136,0,0,873,124,0,0,839,124,0,0,796,112,0,20,881,71,0,20,818,0,0,0,872,0,0,0
COLLIN GLEN,95SS06,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,148,126,3,110,141,121,0,0,3,3,3,3,3,3,3,3,3,3,3,3,166,131,0,5529,166,136,0,6023,135,150,3,6026,173,150,3,6036,0,0,0,0,0,0,0,0
COLLINBRIDGE,95WW11,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
